金牛区	49.71
青羊区	49.71
青羊区	49.71
金牛区	49.11
金牛区	40.34
金牛区	40.34
武侯区	40.34
武侯区	49.6
锦江区	60.07
金牛区	39.03
金牛区	37.76
武侯区	40.34
武侯区	40.34
武侯区	40.34
成华区	40.34
金牛区	48.86
金牛区	48.68
锦江区	38.94
金牛区	37.76
金牛区	38.48
金牛区	60.07
成华区	38.86
青羊区	38.86
成华区	38.94
青羊区	38.94
青羊区	38.94
锦江区	38.86
金牛区	59.02
金牛区	41.64
金牛区	58.77
锦江区	41.64
金牛区	59.15
青羊区	59.14
金牛区	38.94
青羊区	39.01
高新区	58.84
锦江区	58.59
成华区	58.69
锦江区	59.1
金牛区	58.69
锦江区	59.1
成华区	57.67
锦江区	58.69
锦江区	58.69
青羊区	50.41
青羊区	50.3
青羊区	49.64
锦江区	49.0
成华区	49.41
锦江区	49.42
武侯区	49.52
金牛区	49.0
武侯区	49.58
锦江区	49.39
锦江区	49.01
锦江区	49.41
锦江区	49.41
青羊区	49.34
武侯区	49.35
金牛区	49.58
武侯区	49.0
武侯区	49.33
武侯区	49.15
武侯区	49.15
成华区	48.5
金牛区	48.46
金牛区	48.46
锦江区	48.5
武侯区	49.35
锦江区	49.59
锦江区	49.41
成华区	49.39
武侯区	49.41
金牛区	49.41
高新区	49.0
高新区	48.46
高新区	48.46
青羊区	48.46
锦江区	49.88
锦江区	29.48
金牛区	50.2
青羊区	49.39
锦江区	49.41
锦江区	49.01
武侯区	49.41
青羊区	49.58
武侯区	49.01
锦江区	49.41
锦江区	49.34
锦江区	49.34
锦江区	49.34
金牛区	49.35
青羊区	49.41
锦江区	49.41
锦江区	49.41
金牛区	49.0
高新区	58.75
锦江区	58.75
武侯区	49.33
锦江区	49.01
锦江区	49.39
武侯区	49.41
青羊区	49.34
武侯区	58.75
青羊区	49.01
锦江区	49.41
武侯区	49.41
武侯区	49.41
青羊区	50.15
锦江区	49.28
武侯区	49.01
锦江区	49.41
锦江区	49.0
青羊区	49.41
锦江区	49.35
金牛区	49.13
金牛区	48.72
青羊区	48.87
锦江区	50.25
金牛区	49.52
锦江区	49.41
锦江区	49.52
金牛区	49.41
锦江区	49.0
武侯区	49.35
锦江区	57.61
金牛区	49.41
成华区	48.29
锦江区	49.41
锦江区	49.41
成华区	58.75
锦江区	35.84
青羊区	39.05
青羊区	49.0
金牛区	37.39
武侯区	49.47
武侯区	29.48
锦江区	49.41
武侯区	49.0
金牛区	49.35
高新区	49.41
武侯区	49.58
金牛区	49.41
金牛区	49.0
武侯区	49.26
青羊区	50.06
高新区	37.39
高新区	37.39
武侯区	39.98
锦江区	58.75
锦江区	58.75
武侯区	48.86
金牛区	48.86
金牛区	48.86
金牛区	48.68
成华区	49.01
金牛区	40.07
金牛区	40.07
武侯区	58.75
武侯区	58.75
青羊区	40.07
武侯区	48.86
青羊区	48.68
金牛区	48.77
锦江区	30.29
武侯区	49.43
高新区	50.15
青羊区	49.52
青羊区	49.0
金牛区	49.35
锦江区	49.01
金牛区	49.0
锦江区	48.46
高新区	49.41
锦江区	49.34
锦江区	49.68
锦江区	49.41
锦江区	49.41
锦江区	49.41
武侯区	49.41
锦江区	49.34
金牛区	49.39
锦江区	49.01
青羊区	49.41
金牛区	49.34
锦江区	49.0
金牛区	37.39
青羊区	58.75
成华区	39.98
武侯区	37.39
金牛区	40.07
武侯区	58.75
青羊区	49.43
金牛区	49.42
